Species,Subspecies,Hybrid,MorphogroupID,SpeciesID,SubspeciesID,Clade2012,SpecimenID,HerbariumSheetID,Family,Species_Full_Name,Country,Fst_political,Snd_political,Locality,Habitat,Elevation,Latitude,LatitudeDeg,LatitudeMin,LatitudeSec,LatitudeNS,Longitude,LongitudeDeg,LongitudeMin,LongitudeSec,LongitudeEW,Collector,CollectorNumber,CollectionDate,DeterminedBy,SpecimenData,OlderLabelsData,Notes,DNA,TYPE,MO,NY,F,US,UC,RSA,GH,L,K,E,GOET,BR,LIL,CORD,CTES,SP,RB,REU,ANDES,SPF,CONC,SI,MOL,LPB,USZ
E. paniculata,paniculata,0,19,37,2,D,EP5779,F1234495,Escalloniaceae,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult. var. paniculata ,Colombia,Cauca,Popayán,Rioblanco,Matorrales,1800,2.1875,2,11,15,N,-76.70222222,76,42,8,W,E. Pérez-Arbeláez & J. Cuatrecasas,5779,7/9/39,Sleumer 1968,"Arbol, corola blanca",E. floribunda,With a very large inflorescence!! Clearly an extreme of the variation in inflorescence leanght!!,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,
E. paniculata,paniculata,0,19,37,2,D,JC28192,US2585802,Escalloniaceae,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult. var. paniculata ,Venezuela,Trujillo,Trujillo,Páramo de la Cristalina,En bosque,2300,9.316666667,9,19,,N,-70.33333333,70,20,,W,"J. Cuatrecasas, L. Ruiz-Teran, M.Lopez-Figueiras",28192,10/30/69,,"Arbolito, hoja verde haz, clara envés, pétalos blancos",,"Large and elliptic leaves.  Very different colors on adaxial vs abaxial lamina. Greenish, DNA?  Calyx lobes are very reduced sometimes only resembling galnds. In this and other spcms of this mpgr the little hairs under the leaves are mainly on midvein.  Ciliolate margins",0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,
E. paniculata,paniculata,0,19,37,2,D,BR7415,US3126523,Escalloniaceae,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult. var. paniculata ,Colombia,Magdalena,Serranía de Perijá,Sabana Rubia,Bosquecillo dentro de Páramo,2470,10.21666667,10,13,,N,-73,73,,,W,R. Romero-Castañeda,7415,3/5/59,K. Romoleraux 1995,"Arbusto 4 m; cáliz, ovario y estilo verde",,"Perija!!! The locality was approximated, only few flowers, mostly fruits!! Included because of the relevance of Perijá! Bifid stigma! Rounded apex of leaves.",0,0,,1,,1,,,,,,,,,,,,,,,,,,,,,
E. paniculata,paniculata,0,19,37,2,D,HS1748,MO2186797,Escalloniaceae,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult. var. paniculata ,Colombia,Magdalena,Santa Marta,"Minca, Sierra Nevada de Santa Marta, Sierra del Líbano","Mountain ridges, edge of forest and open ground",2000,11.1,11,6,,N,-74.03333333,74,2,,W,H.H. Smith,1748,,Sleumer 1966,"A tree to 25 ft, on high open land a shrub, flowering at 4-5 ft.  Flowers observed Jan-May; petals white. The wood is very hard …….. Reddish and white",,Very variable collection!! Including individuals with differente leaf sizes!! Clearly a mix of individuals!! Brownish.  Included here because there are a lot of this individals. Some leaves with rounded apex and some others with more acute apex.,0,0,1,1,1,,1,,1,1,1,,,,,,,,,,,,,,,,
E. paniculata,paniculata,0,19,37,2,D,HG12283,US1933255,Escalloniaceae,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult. var. paniculata ,Colombia,Tolima,El Líbano,El Líbano a Murillo (km 11 al 22 de la carretera),Sub-páramo en el Alto de Peñones,2500,4.879166667,4,52,45,N,-75.13277778,75,7,58,W,H. Garcia-Barriga,12283,7/20/47,Sleumer 1966,"Arbol 7 m, pétalos blancos",E. floribunda,"Large leaves, strong venation. Only spcm from Tolima!  Acute apex of leaf.",0,0,,,,1,,,,,,,,,,,,,,,,,,,,,
E. paniculata,paniculata,0,19,37,2,D,EK20578,GH_EK20578,Escalloniaceae,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult. var. paniculata ,Colombia,Norte de Santander,Toledo,Páramo del Hatico en route from Toledo to Pamplona,Edge of woods,2800,7.383611111,7,23,1,N,-72.56305556,72,33,47,W,"E.P. Killip, A.C. Smith",20578,3/12/27,Sleumer 1966,Shrub 8-10 ft; petals white,E. floribunda,some variation in leaves. Small flowers. Brownish. Disk elevated!!! Linear petals!!!,0,0,,1,,,,,1,,,,,,,,,,,,,,,,,,
E. paniculata,paniculata,0,19,37,2,D,EK17141,MO993735,Escalloniaceae,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult. var. paniculata ,Colombia,Santander,La Baja,,Open banks,2500,7.369444444,7,22,10,N,-72.90944444,72,54,34,W,"E.P. Killip, A.C. Smith",17141,1/14/27,Sleumer 1966,"Tree 10-20 ft, petals white.",,"Large leaves, flowers a bir larger than in other individulas, mainly included because of the sympatry with E. discolor collected in the same area (see below)",0,0,1,1,,,,,1,,,,,,,,,,,,,,,,,,
E. paniculata,paniculata,0,19,37,2,D,SY359,US1952530,Escalloniaceae,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult. var. paniculata ,Colombia,Cauca,Popayán,Coconuco,,2500,2.341944444,2,20,31,N,-76.4925,76,29,33,W,S. Yepes-Agredo,359,6/1/48,Sleumer 1966,Arbol,E. floribunda,Very large leaves and inflorescence; see spcm from Popayan colected by E.Perez-Arbelaez.,0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,
E. paniculata,paniculata,0,19,37,2,D,RS7875,US1988746,Escalloniaceae,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult. var. paniculata ,Colombia,Nariño,Pedregal,"Highway between Pasto and Túquerres, south of Yacuauquer",,2500,1.1125,1,6,45,N,-77.4,77,24,,W,"R.E. Schultes, M. Villarreal",7875,6/2/46,Sleumer 1966,,E. floribunda,"Rather long leaves! Well developed inflorescence and many flowers still in bud.  No flowers open, so I only measured leaf characters",0,0,,,1,1,,,1,,1,,,,,,,,,,,,,,,,
E. paniculata,paniculata,0,19,37,2,D,VZ2355,MO3791653,Escalloniaceae,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult. var. paniculata ,Ecuador,Pichincha,Quito,"Carretera antigua Quito-Chiriboa-Empalme, km 50, Sector Zapadores","En borde del río Saloya, zona mesotermica higrófila",2100,-0.216666667,0,13,,S,-78.8,78,48,,W,"V. Zak, J. Jaramillo",2335,8/1/87,K. Romoleraux 2002,"Arbl 12 m, cáliz verde, corola blanca",,spcms from GH and NY are greenish; DNA?,0,0,1,1,,,,,1,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,JA1012,MO5894703,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Amazonas,Chachapoyas,38 km N of Chachapoyas; 11 km before Florida.,,2150,-5.877222222,5,52,38,S,-77.94305556,77,56,35,W,J. Aronson,1012,12/29/79,R. Liesner 2000,Tree 4 m; long racemes of red flowers.,,"Very long and big leaves. Hairs not glandular along inflorescence axis only.   Adaxial and abaxial glands are flat.  Gland on pedicels some are capitate, but mostly flat.  The calyx is very different, short lobes!! Brownish, DNA?",0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,AN414,ANDES_2,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Colombia,Boyacá,Tibasosa,Hacienda Suescún,Bosque de sucesión en zona escarpada y pedregosa a orillas de quebrada,2400,5.833333333,5,49,60,N,-72.96666667,72,58,0,W,A. Navas,414,2/26/06,A. Navas 2006,"Arbol 12 mt, DAP 30 cm, ramificado a 1.5 m, tronco con corteza con corcho grueso, marron estriado, tallos jovenes con corteza escamosa rojiza, hojas verdes, petalos blanco con rosado, estambres y estigma verdoso",,,1,0,,,,,,,,,,,,,,,,,,,1,,,,,,
E. pendula,NA,0,20,39,0,B,FZ90,ANDES_5,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Colombia,Cundinamarca,Bogotá,"Cerros Orientales, Vivero al aire libre de la Universdid Distrital",,2660,4.591666667,4,35,30,N,-74,74,0,0,W,F. Zapata,90,9/19/05,F. Zapata 2005,Arbusto 1.5 m.; hojas glutinosas; no flores; no frutos. Claramente un especimen cultivado en este sitio pero E.pendula ha sido reportada para la cordillera oriental cerca de Bogotá.,,,0,0,,,,,,,,,,,,,,,,,,,1,,,,,,
E. pendula,NA,0,20,39,0,B,JS104901,MO2223192,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Venezuela,Lara,Barbacoas,"7 kms, camino entre Barbacoas y La Peña",Selva siempreverde a lo largo de la quebrada sobre rocas calcáreas,1700,9.823055556,9,49,23,N,-70.06666667,70,4,,W,J.A. Steyermark,104901,2/27/71,J. Steyermark,"Tree 15 m. tall with spicy pine-like fragance; inflorescence dropping; petals reddish magenta without, paler flesh and pink within with recurved tips rosy within; calyx and rachis dull green; leaves dull green above, paler dull green below, the older ones red.  Fragance percetible at 20 m distance.",,"Leaves are elongated and skiny, very hairy but hairs are short. Margin of leaves is a bit revolute and minutely serrlate-denticulate-wavy. Hairs along veins, many hairs along abaxial midrib, few along adaxial midrib.  Petioles effectively cero, but bases very attenuate resembling a petiole.",0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,LA4940,MO2670060,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Venezuela,Lara,Rio Claro,,Bosque húmedo subtropical,1300,9.916666667,9,55,,N,-69.38333333,69,23,,W,L. Aristeguieta,4940,2/6/63,F. Zapata 2008,"Arbol de unos 8 m. alto, flores rosadas dispuestas en racimos péndulos.",,"Leaves are elongated and skiny, very hairy but hairs are short.  Old and well developed inflorescences can branch, mainly at the base, having secondary branching for ca. the first 5-10 flowers; but in general, inflorescence does not branch (in fact only spcm from NY is branched!).  Spcm from NY is in fruit and branches. Margin of leaves is a bit revolute and minutely serrlate-denticulate-wavy",0,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,RL13025,MO3272835,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Venezuela,Trujillo,Bocono,ca. 4 4km south-east of Bocono by air,,1500,9.233333333,9,14,,N,-70.25,70,15,,W,"R. Liesner, A. Gonzalez, B. Stergios, G. Aymard",13025,3/15/82,R. Liesner 1985,"7 m tree, fruit green",,"Leaves are elongated and skiny, looks less hairier than previous spcms.  Inflorescence looks a bit different from other spcms of this mpgr: it's very long and flowers are widely spaced one from the other (usually are very clustered together); flowers have longer and skinnier pedicels; some very long inflorescence can branch in the first and second flower, but it does not happen in all the inflorescences.  Leaves are also a bit different and teeth on margin are more marked than in other spcms.",0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,JC9871,F1366631,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Colombia,Santander,Málaga,"Hoyo del río Servitá, entre Málaga y Concepción",,2100,6.751111111,6,45,4,N,-72.70333333,72,42,12,W,"J. Cuatrecasas, H. Garcia-Barriga",9871,7/19/40,J.L. Dorr 2003,"Arbol; hoja viscosa; corola blanca, ápica verdoso.",,"Spcm from US has very large leaves!! Hairs are very rough and glandular like the ones in E.herrerae!!  hairs measure around 0.8 m.  Leaf bases very attenuate.  Spcm from US (COL) is in fruit and the infrutescence is very well developed, in this type of spcsm is evident the development of bracts at the base of each leaf that are almost leaf like in size; the inflorescence, though, does not branch.  I PUT A NOTE ON ITS SIMILARITY TO E. HERRERAE (APRIL 2010)",0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,AG75032,MO5894702,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Piura,Ayabaca,13 km E of Ayabaca,,2300,-4.583333333,4,35,,S,-79.66666667,79,40,,W,"A. Gentry, C. Diaz, R. Ortiz",75032,9/24/91,R. Liesner 2000,Tree 6 m; flowes green.,,"Very long and somewhat narrow leaves.  Some hairs, glandular, typical of E.herrerae on twigs and young shoots.  Inflorescence in fruit.  Margins almost entire. Adaxial glands mostly on midrib. All glands very flat.  No hair, small glands and wax bodies (or similar) on ovary.  Leaves more elongated than usual.",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,DS10848,MO3303837,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Ancash,Huaraz,Road between Pariacoto and Cochabamba,Hedge rows in agricultural land,1900,-9.533333333,9,32,,S,-77.85,77,51,,W,"D.N. Smith, M. Buddensiek",10848,6/5/85,F. Zapata 2008,"Tree, often with basal sprouts, 6 m, 30 cm DBH; bark reddish brown, furrowed; pubescence fulvous; infl pendant; fls pink, spicy odor.",,"Very big and large leaves, inflorescence glabrous, infloresence not fully developed and not all flowers open.  Glands flat and more abundant in abaxial surface of young leaves.",0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,MW7204,F2247319,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Lima,Yauyos,"Road from Pacaran to Yauyos, km 33.2 after Pacaran","Grit, substrate dry, cactal",1350,-12.86666667,12,52,,S,-76.05833333,76,3,30,W,"M. Weigend, M. Ackermann, A. Cano, M.I. La Torre",7204,6/10/02,F. Zapata 2008,"Shrub or tree up to 4 m high, flowers ponk, white and greenish",,"Long and narrow leaves, not hairy as E. herrerae, but minute hairs along inflorescence; leaves glabrous. Inflorescences are a bit messed up, some flowers have fallen off, too. Be careful when counting number of flowers!! Inflorescence does not branch! Flat glands and abaxial lamina with lots of small tiny hairs (tomentulose) along midrib and veins Green!! DNA?  LOCALITY: corrected July 18 2009!",0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,IH6604,MO6280742,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Cuzco,La Convención,"Santa Teresa, Yerbabuenayoc",Bosque primario,2420,-13.06666667,13,4,,S,-72.36666667,72,22,,W,"I. Huamantupa, N. Anaya, M. Callalli, J. Tito, L. Vargas",6604,9/16/05,F. Zapata 2008,"Arbol 13 m, flores rojas, ápica verde",,"Narrow smallish leaves, long and acute; minutely hairy in leaves and inflorescence axis; delicate and small flowers. Base of leaves is very attenuate. Margins are revolute looking basically entire, although they are crenulate; glands on are flat, hairs are simple and are more dense on midrib and veins, the surfaces of leaves are tomentose! The laeves in general look very different to other spcms of this mpgr!!!!  Flowers are vey delicate and petals are almost linear!! different sp? ecotype?? Spcm is very brown, but recent DNA?? I ADDED A NOTE ON ITS POTENTIAL SIMILARITY/CONTACT ZONE WITH E. HERRERAE (APRIL 2010)",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,FZ206,MO6273226,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Cajamarca,Celendín,"Ruta Celendín-Balsas, Gelig a 45 mins de Celendín","Bosque de niebla, parte alta en límite con Jalca, creciendo en pared rocosa cerca a un pozo de agua.",3100,-6.872138889,6,52,19.7,S,-78.11163889,78,6,41.9,W,"F. Zapata, P. Puppo",206,6/26/07,F. Zapata 2007,"Arbol 2 m poco ramificado, madera desprendible en capas (tipo Myrtaceae), partes jóvenes rojizas, botones florales rojos, flores con pétalos rojizos en la parte abaxial y blancos en la parte adaxial.",,"Glabrous and leaves very coriaceous, leaves very long and acute.  Very long inflorescence!!  Leaf base very attenuate.  Inflorescence not branching at all.  Flat glands on adaxial and abaxial surfaces (almost imbeded), and the leaves appear to have shiny dots.  Pedicel and ovary completely glabrous and shiny beacuse of the flat glands.",1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,FZ207,MO6273223,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Cajamarca,Celendín,"Ruta Celendín-Balsas, Gelig a 45 mins de Celendín","Bosque de niebla, parte alta en límite con Jalca, creciendo en pared rocosa.  Crece con Bidens sp., Nicotiana y diferentes géneros de Poaceae.",3019,-6.860111111,6,51,36.4,S,-78.11513889,78,6,54.5,W,"F. Zapata, P. Puppo",207,6/26/07,F. Zapata 2007,"Arbol 2 m poco ramificado, madera desprendible en capas (tipo Myrtaceae), partes jóvenes rojizas, botones florales rojos, flores con pétalos rojizos en la parte abaxial y blancos en la parte adaxial.",,"Glabrous and leaves very coriaceous, leaves very long and acute.  Very long inflorescence!!  Leaf base is extremely attenuate and long, resembling a petiole. Inflorescence not branching at all!!  The leaves are very long and seem to be an extreme of the variation in this character. Pedicel and ovary completely glabrous and shiny beacuse of the flat glands.",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,FZ227,MO6273224,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Amazonas,Balsas,"Ruta Celendín-Balsas, Gelig a 45 mins de Celendín","Borde de camino, suelo seco.",2306,-6.823444444,6,49,24.4,S,-77.95033333,77,57,1.2,W,"F. Zapata, P. Puppo",227,6/26/07,F. Zapata 2007,Arbol 3.5 m; no flores; frutos secos.,,"Glabrous and leaves very coriaceous, leaves very long and acute.  In fruit so there are no measurementes for flower characters.",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,FZ228,MO6273222,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Cajamarca,Cajamarca,"Chotén, parte alta San Juan","Bosque relicto de Escallonia pendula (ca. 40 individuos).  Suelo seco, arenoso.",2540,-7.266611111,7,15,59.8,S,-78.51205556,78,30,43.4,W,"F. Zapata, I. Sánchez, P. Puppo",228,6/27/07,F. Zapata 2007,Arbol 3 m; pubescencia en tallos jóvenes (pelos similares a Escallonia herrerae); botones florales rosados con parte apical verde; pétalos rosados. N.V: pauco; usos: para tratar gusanos y heridas de animales (las hojas).,,"Very long leaves, although there is a lot of variation within and among individuals, it's clear that some leaves are young leaves.  Minutely hairy along leaves and inflorescence axis; long inflorescence!  Adaxial and abaxial leaf puberulent.  Pedicels and vary tomentulose, simple hairs.  Inflorescence does not branch at all. Some capitate hairs on stems (with simple hairs on stalk).",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,FZ229,MO6273221,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Cajamarca,Cajamarca,"Chotén, parte alta San Juan","Bosque relicto de Escallonia pendula (ca. 40 individuos).  Suelo seco, arenoso.",2540,-7.266611111,7,15,59.8,S,-78.51205556,78,30,43.4,W,"F. Zapata, I. Sánchez, P. Puppo",229,6/27/07,F. Zapata 2007,Arbol 3 m; pubescencia en tallos jóvenes (pelos similares a Escallonia herrerae); botones florales rosados con parte apical verde; pétalos rosados. N.V: pauco; usos: para tratar gusanos y heridas de animales (las hojas).,,"Very long leaves, although there is a lot of variation within and among individuals, it's clear that some leaves are young leaves.  Minutely hairy along leaves and inflorescence axis; long inflorescence!  Adaxial lamina puberulent, abaxial tomentulose throughout! Pedicels and ovary tomentulose!  Calyx lobes ciliolate.  Leaf margin ciliate.",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,FZ230,MO6273219,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Cajamarca,Cajamarca,"Chotén, parte alta San Juan","Bosque relicto de Escallonia pendula (ca. 40 individuos).  Suelo seco, arenoso.",2540,-7.266611111,7,15,59.8,S,-78.51205556,78,30,43.4,W,"F. Zapata, I. Sánchez, P. Puppo",230,6/27/07,F. Zapata 2007,Arbol 3 m; pubescencia en tallos jóvenes (pelos similares a Escallonia herrerae); botones florales rosados con parte apical verde; pétalos rosados. N.V: pauco; usos: para tratar gusanos y heridas de animales (las hojas).,,"Very long leaves, although there is a lot of variation within and among individuals, it's clear that some leaves are young leaves.  Minutely hairy along leaves and inflorescence axis; long inflorescence!  Adaxial and abaxial lamina, pedicel and ovary completely tomentulose! Inflorescence is still a bit young so the flowers are small.",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,FZ231,MO6273218,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Cajamarca,Cajamarca,"Chotén, parte alta San Juan","Bosque relicto de Escallonia pendula (ca. 40 individuos).  Suelo seco, arenoso.",2540,-7.266611111,7,15,59.8,S,-78.51205556,78,30,43.4,W,"F. Zapata, I. Sánchez, P. Puppo",231,6/27/07,F. Zapata 2007,Arbol 3 m; pubescencia en tallos jóvenes (pelos similares a Escallonia herrerae); botones florales rosados con parte apical verde; pétalos rosados. N.V: pauco; usos: para tratar gusanos y heridas de animales (las hojas).,,"Very long leaves, although there is a lot of variation within and among individuals, it's clear that some leaves are young leaves.  Minutely hairy along leaves and inflorescence axis; long inflorescence!  This spcm as well as others from the same locality has very delicate bracteoles.  The first flower of the inflorescence does not branch, but the second or third do.  Adaxial lamina puberulent, abaxial tomentulose throughout! Pedicels and ovary tomentulose!  Calyx lobes ciliolate.  Leaf margin ciliate.",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,FZ232,MO6273231,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Cajamarca,Cajamarca,"Chotén, parte alta San Juan","Bosque relicto de Escallonia pendula (ca. 40 individuos).  Suelo seco, arenoso.",2540,-7.266611111,7,15,59.8,S,-78.51205556,78,30,43.4,W,"F. Zapata, I. Sánchez, P. Puppo",232,6/27/07,F. Zapata 2007,Arbol 3 m; pubescencia en tallos jóvenes (pelos similares a Escallonia herrerae); botones florales rosados con parte apical verde; pétalos rosados. N.V: pauco; usos: para tratar gusanos y heridas de animales (las hojas).,,"Very long leaves, although there is a lot of variation within and among individuals, it's clear that some leaves are young leaves.  Minutely hairy along leaves and inflorescence axis; long inflorescence!  This spcm as well as others from the same locality has very delicate bracteoles.  Adaxial lamina puberulent, abaxial tomentulose throughout! Pedicels and ovary tomentulose!  Calyx lobes ciliolate.  Leaf margin ciliate.",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,FZ233,MO6273232,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Cajamarca,Cajamarca,"Chotén, San Juan",Bosque seco intervenido.,2223,-7.286555556,7,17,11.6,S,-78.51244444,78,30,44.8,W,"F. Zapata, I. Sánchez, P. Puppo",233,6/27/07,F. Zapata 2007,Arbol 8 m; pubescente; flores rosadas con verde.,,"Very long leaves, although there is a lot of variation within and among individuals, it's clear that some leaves are young leaves.  Minutely hairy along leaves and inflorescence axis; long inflorescence!  The same as other spcms from this locality.  On twigs it is possible to find capitate glandular hairs mixed with simple hairs.",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,FZ234,MO6280740,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Cajamarca,Contumazá,Carretera Chilete-Contumazá,"Bosque seco  en transición a boque húmedo.  Creciendo con Acacia, mimosa, Bauhinia.",2007,-7.320944444,7,19,15.4,S,-78.80055556,78,48,2,W,"F. Zapata, I. Sánchez, P. Puppo",234,6/27/07,F. Zapata 2007,Arbol 5 m; flores rosadas.,,"Leaves not as long as leaves of previous spcms!!! (see that thery grow more or less nearby!!), although there is a lot of variation within and among individuals, it's clear that some leaves are young leaves.  Hairs look much like E.herrerae hairs!!!  Abaxial surface tomentulolse, midrib tomentose. Pedicels and ovary tomentulose.  Glands on leaves flat.  Capitate glands on twigs mixed with simple hairs. Margins of leaves looks ciliate",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,FZ235,MO6280739,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Cajamarca,Contumazá,Carretera Chilete-Contumazá,"Bosque seco  en transición a boque húmedo.  Creciendo con Acacia, mimosa, Bauhinia.",2007,-7.320944444,7,19,15.4,S,-78.80055556,78,48,2,W,"F. Zapata, I. Sánchez, P. Puppo",235,6/27/07,F. Zapata 2007,Arbol 5 m; flores rosadas.,,"Leaves not as long as leaves of previous spcms!!! (see that thery grow more or less nearby!!), although there is a lot of variation within and among individuals, it's clear that most leaves are young leaves.  Hairs look much like E.herrerae hairs!!!  Very attenuate bases, so they look like having a petiole.  Abaxial surface tomentulolse, midrib tomentose. Pedicels and ovary tomentulose.  Glands on leaves flat.  Capitate glands on twigs mixed with simple hairs. Margins of leaves looks ciliate.    Leaf surfaces also have some kind of wax bodies, also on ovary.",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,NA,0,20,39,0,B,FZ244,MO6273227,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers.,Perú,Cajamarca,San Miguel,Carretera de Lives a Payac (ca. 3.5km de Lives),Bosque seco muy intrervenido; suelo húmedo.  Creciendo en completa simpatría (indoviduos uno junto al otro) con Escallonia micrantha.,2118,-7.072111111,7,4,19.6,S,-79.04830556,79,2,53.9,W,"F. Zapata, I. Sánchez, P. Puppo",244,6/28/07,F. Zapata 2007,Arbol 2.5 m; pubescencia en tallos; flores rosadas.,,"Leaves a bit more oblong. Minutely hairy along inflorescence axis.  Very broad leaves as compared to other individualsof this mpgr.  Note it was in sympatry with E.millegrana!  Inflorescence is not fully expanded, and only few flowers are open. Leaf margin looks entrie, but it is minutely ondulate.  Abaxial surface tomentulolse, midrib tomentose. Pedicels and ovary tomentulose.  Glands on leaves flat.  Capitate glands on twigs mixed with simple hairs. Margins of leaves looks ciliate.    Leaf surfaces also have some kind of wax bodies, also on ovary.",1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. pendula,granatensis,0,20,39,1,B,JH714,US2144882,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers. var. granatensis Engl.,Colombia,Boyacá,Soatá,Alrededores de la población,,2000,6.337222222,6,20,14,N,-72.68388889,72,41,2,W,J. Hernández,714,1/1/53,Sleumer 1968,Arbol 5-15 m; corteza gris-rugosa; hojas brillantes.  Flores blancas o blanco-verdosas; cáliz verde claro.  Secreta una goma verde clara aromática.,,"Very large leaves, very hairy and hairs are glandular as in E.herrerae.  Very old, not green.  The spcm from US has a well developed inflorescence and the first flower branches (with a new mini raceme...ca. 40 mm), but the spcm from F does not branch; it seems this character varies within individuals.  Flat glands on adaxial face, mainly along veins. Simple hairs abaxial face (puberulent). Glandular hairs on pedicels and ovary are pilate/capitate mixed with simpe hairs (puberulent)/pilose. Twigs with capitate glands.!  I ADDED A NOTE THAT IT'S SIMILAR TO E. HERRERAE (APRIL 2010)",0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,
E. pendula,humboldtiana,0,20,39,2,B,WC4029,GH__WC4029,Escalloniaceae,Escallonia pendula (Ruiz & Pav.) Pers. var. humboldtiana Engl.,Ecuador,Chimborazo,Cañar Border,Between Santa Rosa and Joyagshi,,2500,-2.377777778,2,22,40,S,-78.94722222,78,56,50,W,W.H. Camp,4029,6/7/45,Sleumer 1968,"Irregularly branched trees to 8 m. Leaves deep green, nitid above, bright green dubnitid below. Corolla pale yellowish green with deep rosy overcast (the stamens and style often eaten by the larvae of some insect).  Young growth very resinous.",,"Leaves not hairy but infloresecence hairy.  Very large leaves.  Margins basciall yentire..a bit ondulate.  Hairs in pedicel ans and ovaries very long tomentose.tomentulose.  Margins of calyx ciliate.  This spcm and the previous have VERY different calyx, and overall look like very big/large. Greenish! DNA?",0,0,,1,,,1,,1,,1,,,1,,,,,,,,,,,,,
